,videoStreamingExperience,downloadSpeed,location,dnsLookupTime,createdAt,networkType,operatorName,networkAvailability,uploadSpeed,Latitude,Longitude,Location,state
27,-1.0,-1.0,Lat. 8.9839373 Long. 7.6712251,48.0,1642833113221,4G HSPA+,Airtel,True,0.0,8.9839373,7.6712251,"8.9839373, 7.6712251",Nasarawa
28,2.456473995414504,0.327627259536102,Lat. 8.9782117 Long. 7.6722759,1374.0,1643842895715,4G HSPA+,Airtel,True,0.18432129251272403,8.9782117,7.6722759,"8.9782117, 7.6722759",Nasarawa
29,3.7794135392783863,0.948950670146336,Lat. 6.4268782 Long. 3.4118363,48.0,1645686720939,4G LTE,MTN,True,0.5475022062279861,6.4268782,3.4118363,"6.4268782, 3.4118363",Lagos
30,3.7794135392783863,0.460636002321449,Lat. 6.5818012 Long. 3.3985935,50.0,1641103025578,4G LTE,MTN,True,0.19096769649170903,6.5818012,3.3985935,"6.5818012, 3.3985935",Lagos
31,1.305001810063955,0.20050598903690603,Lat. 9.5419038 Long. 6.4711583,845.0,1639132386729,3G HSPA,Glo,True,0.214168459824393,9.5419038,6.4711583,"9.5419038, 6.4711583",Niger
32,3.678049957765174,0.33216518840450504,Lat. 51.4040087 Long. 0.0175554,65.0,1637845050918,4G LTE,3,True,0.0,51.4040087,0.0175554,"51.4040087, 0.0175554",England
33,4.898636418486786,0.751160874628596,Lat. 6.5927941 Long. 3.3831444,0.0,1643061652665,4G LTE,MTN,True,0.5139954773490021,6.5927941,3.3831444,"6.5927941, 3.3831444",Lagos
34,-1.0,0.010029233296449001,Lat. 9.533643 Long. 6.4691597,55.0,1642194000649,4G LTE,MTN,True,0.44726915036304504,9.533643,6.4691597,"9.533643, 6.4691597",Niger
35,4.898636418486786,0.8955749293635551,Lat. 9.5324122 Long. 6.4530338,49.0,1642107062961,4G LTE,MTN,True,0.5215178865930811,9.5324122,6.4530338,"9.5324122, 6.4530338",Niger
36,0.993073488596597,0.097003846281625,Lat. 9.5243042 Long. 6.4510338,119.0,1638960959447,4G LTE,MTN,True,0.24483903136775603,9.5243042,6.4510338,"9.5243042, 6.4510338",Niger
37,-1.0,0.36978907705873804,Lat. 6.5740491 Long. 3.3960655,46.0,1641072929902,4G LTE,MTN,True,0.168964306142024,6.5740491,3.3960655,"6.5740491, 3.3960655",Lagos
38,3.7794135392783863,0.002138871845967,Lat. 6.5784169 Long. 3.3932744,201.0,1641278623251,4G LTE,MTN,True,0.45278998939457304,6.5784169,3.3932744,"6.5784169, 3.3932744",Lagos
39,-1.0,-1.0,Lat. 51.3996536 Long. -0.0171139,79.0,1646074422815,4G LTE,3,True,0.0,51.3996536,-0.0171139,"51.3996536, -0.0171139",England
40,4.898636418486786,0.8789601908550001,Lat. 6.4268802 Long. 3.4118058,129.0,1644909865470,4G LTE,MTN,True,0.594050976797977,6.4268802,3.4118058,"6.4268802, 3.4118058",Lagos
41,4.898636418486786,1.073798795903566,Lat. 7.2876131 Long. 5.1404377,2068.0,1629668470064,4G LTE,MTN Nigeria Communications,True,0.546063934232641,7.2876131,5.1404377,"7.2876131, 5.1404377",Ondo
42,-1.0,-1.0,Lat. 7.1656189 Long. 5.5819127,175.0,1639122138865,4G LTE,Airtel,True,0.0,7.1656189,5.5819127,"7.1656189, 5.5819127",Ondo
43,3.7794135392783863,0.680624394460249,Lat. 9.4538206 Long. 12.0598674,317.0,1640550364549,4G LTE,MTN,True,0.258194809188977,9.4538206,12.0598674,"9.4538206, 12.0598674",Adamawa
44,-1.0,0.016805976794275,Lat. 9.5336492 Long. 6.4688266,97.0,1642264478470,4G LTE,MTN,True,0.23826727018575802,9.5336492,6.4688266,"9.5336492, 6.4688266",Niger
45,1.774990949680221,0.070839940986453,Lat. 9.5343221 Long. 6.4698259,3.0,1642685344814,4G LTE,MTN,True,0.441646609698071,9.5343221,6.4698259,"9.5343221, 6.4698259",Niger
46,3.779413539278387,0.8276531835490201,Lat. 7.3627715 Long. 5.0957688,159.0,1639367805077,4G LTE,MTN Nigeria Communications,True,0.30940462063690205,7.3627715,5.0957688,"7.3627715, 5.0957688",Ondo
47,2.158772776638107,0.43427275246804103,Lat. 6.5836742 Long. 3.401424,55.0,1644869336307,4G LTE,MTN,True,0.075,6.5836742,3.401424,"6.5836742, 3.401424",Lagos
48,2.239049113068661,0.006225509086796001,Lat. 7.290528 Long. 5.1462475,921.0,1642282473019,4G HSPA+,MTN NG,True,0.0,7.290528,5.1462475,"7.290528, 5.1462475",Ondo
49,3.7794135392783863,0.7696125284427691,Lat. 9.5320487 Long. 6.4431846,160.0,1639210406646,4G LTE,Glo,True,0.5104194908071831,9.5320487,6.4431846,"9.5320487, 6.4431846",Niger
50,4.898636418486786,0.5606066440951081,Lat. 9.5327758 Long. 6.4500862,62.0,1639189587454,4G LTE,MTN,True,0.321404464833746,9.5327758,6.4500862,"9.5327758, 6.4500862",Niger
51,-1.0,0.545493406849073,Lat. 7.1662815 Long. 5.5825693,44.0,1638914232493,4G LTE,Airtel,True,0.17500000000000002,7.1662815,5.5825693,"7.1662815, 5.5825693",Ondo
52,3.7794135392783863,0.634389948331009,Lat. 7.3037151 Long. 5.1433697,48.0,1630262971519,4G LTE,MTN Nigeria Communications,True,0.554315567016601,7.3037151,5.1433697,"7.3037151, 5.1433697",Ondo
53,4.797272836973573,0.44542582476256604,Lat. 7.270375 Long. 5.1583733,5728.0,1646043234762,4G LTE,Airtel NG,True,0.175063268005547,7.270375,5.1583733,"7.270375, 5.1583733",Ondo
54,4.898636418486786,0.505465006970999,Lat. 6.583341 Long. 3.401424,163.0,1641693188651,4G LTE,MTN,True,0.327094158349686,6.583341,3.401424,"6.583341, 3.401424",Lagos
55,4.898636418486786,0.340789828384131,Lat. 7.2749679 Long. 5.1590093,5.0,1646043305576,4G LTE,MTN NG,True,0.0,7.2749679,5.1590093,"7.2749679, 5.1590093",Ondo
56,4.898636418486786,0.5907852864323451,Lat. 7.2982123 Long. 5.1352644,36.0,1629923766805,4G LTE,Glo NG,True,0.554438775633409,7.2982123,5.1352644,"7.2982123, 5.1352644",Ondo
57,4.898636418486786,1.1480508403011531,Lat. 7.3036929 Long. 5.1453244,32.0,1640742190586,4G LTE,MTN - NG,True,0.552963877538174,7.3036929,5.1453244,"7.3036929, 5.1453244",Ondo
58,4.898636418486786,0.693998578702947,Lat. 7.2899652 Long. 5.1547815,60.0,1603979167155,4G LTE,MTN NG,True,0.40435096207109705,7.2899652,5.1547815,"7.2899652, 5.1547815",Ondo
59,3.678049957765174,1.014891338448041,Lat. 7.2745567 Long. 5.1559183,4.0,1646043129405,4G LTE,Airtel NG,True,0.075,7.2745567,5.1559183,"7.2745567, 5.1559183",Ondo
60,4.3431700253408945,0.075121897354379,Lat. 7.2897886 Long. 5.1560765,93.0,1629930179298,4G LTE,MTN - NG,True,0.5001844899889121,7.2897886,5.1560765,"7.2897886, 5.1560765",Ondo
61,3.779413539278387,1.560242587782771,Lat. 7.2508549 Long. 5.1818247,4.0,1646044307945,4G LTE,MTN NG,True,0.075,7.2508549,5.1818247,"7.2508549, 5.1818247",Ondo
62,4.898636418486786,0.7321907356915001,Lat. 7.3029498 Long. 5.1457237,45.0,1635773166946,4G LTE,MTN - NG,True,0.566141636762303,7.3029498,5.1457237,"7.3029498, 5.1457237",Ondo
63,4.898636418486786,0.9587867827194231,Lat. 7.1656538 Long. 5.581949,188.0,1639087075110,4G LTE,Airtel,True,0.46476989967853605,7.1656538,5.581949,"7.1656538, 5.581949",Ondo
64,3.7794135392783863,0.350252798735944,Lat. 6.5785113 Long. 3.395883,195.0,1641827647219,4G LTE,MTN,True,0.075,6.5785113,3.395883,"6.5785113, 3.395883",Lagos
65,-1.0,0.584211134372797,Lat. 6.5844039 Long. 3.3943626,43.0,1641589143548,4G LTE,MTN,True,0.234702677039396,6.5844039,3.3943626,"6.5844039, 3.3943626",Lagos
66,-1.0,0.26967958097869604,Lat. 6.5808259 Long. 3.4015389,508.0,1641812348096,4G LTE,MTN,True,0.23590127213681703,6.5808259,3.4015389,"6.5808259, 3.4015389",Lagos
67,-1.0,0.360323135186338,Lat. 4.4066935 Long. 7.1462213,185.0,1641228180331,4G LTE,Airtel,True,0.21909706206189702,4.4066935,7.1462213,"4.4066935, 7.1462213",Rivers
68,-1.0,0.033482754835638,Lat. 6.5820571 Long. 3.3984965,836.0,1640726135141,4G LTE,MTN,True,0.19297694968085302,6.5820571,3.3984965,"6.5820571, 3.3984965",Lagos
69,4.898636418486786,0.8255427206925411,Lat. 7.3036844 Long. 5.1452874,5.0,1641427855795,4G LTE,MTN - NG,True,0.532768058858331,7.3036844,5.1452874,"7.3036844, 5.1452874",Ondo
70,3.431664052129841,0.026933183891262,Lat. 7.166593 Long. 5.5845389,527.0,1638213134234,4G LTE,MTN,True,0.374312732829337,7.166593,5.5845389,"7.166593, 5.5845389",Ondo
71,3.678049957765174,0.6192228313004621,Lat. 8.9840642 Long. 7.6709193,22.0,1643075580133,4G HSPA+,Airtel,True,0.025,8.9840642,7.6709193,"8.9840642, 7.6709193",Nasarawa
72,3.7794135392783863,0.285494124307694,Lat. 6.5823582 Long. 3.3985736,51.0,1645829841350,4G LTE,MTN,True,0.075,6.5823582,3.3985736,"6.5823582, 3.3985736",Lagos
73,3.7794135392783863,0.630887308148603,Lat. 6.5818585 Long. 3.3985974,42.0,1645410900477,4G LTE,MTN,True,0.348967550584038,6.5818585,3.3985974,"6.5818585, 3.3985974",Lagos
74,3.678049957765174,0.42580053086136505,Lat. 7.297805 Long. 5.1354594,38.0,1629531053705,4G LTE,MTN NG,True,0.174899737173938,7.297805,5.1354594,"7.297805, 5.1354594",Ondo
75,3.2476,0.125640124136457,Lat. 7.3948771 Long. 3.7528726,59.0,1594318274569,4G LTE,MTN NG,True,0.186443462387849,7.3948771,3.7528726,"7.3948771, 3.7528726",Ogun
76,4.898636418486786,0.5964083579335431,Lat. 8.118717 Long. 4.2219624,65.0,1633810800468,4G LTE,MTN NG,True,0.6116773054376421,8.118717,4.2219624,"8.118717, 4.2219624",Oyo
77,4.898636418486786,1.144668250907219,Lat. 7.3033567 Long. 5.1453244,29.0,1636811127432,4G LTE,MTN - NG,True,0.538984453667827,7.3033567,5.1453244,"7.3033567, 5.1453244",Ondo
78,3.7794135392783863,0.718646696925472,Lat. 6.578713 Long. 3.3960655,51.0,1645889280182,4G LTE,MTN,True,0.513572174505807,6.578713,3.3960655,"6.578713, 3.3960655",Lagos
79,4.898636418486786,1.13796252008761,Lat. 7.3035886 Long. 5.1453959,52.0,1641463881404,4G LTE,MTN - NG,True,0.5525963782841621,7.3035886,5.1453959,"7.3035886, 5.1453959",Ondo
80,5.0,0.7066213247688431,Lat. 6.4268944 Long. 3.4117974,137.0,1644578281641,4G LTE,MTN,True,0.507614988110441,6.4268944,3.4117974,"6.4268944, 3.4117974",Lagos
81,3.678049957765174,0.129319088062682,Lat. 9.4853237 Long. 12.0245522,2585.0,1641127038483,4G LTE,MTN,True,0.216811825430222,9.4853237,12.0245522,"9.4853237, 12.0245522",Adamawa
82,4.898636418486786,1.130676380552707,Lat. 51.396678 Long. -0.0195322,60.0,1639861617999,4G LTE,3,True,0.8464268922886681,51.396678,-0.0195322,"51.396678, -0.0195322",England
83,-1.0,0.024248842445598003,Lat. 6.5823697 Long. 3.3985736,46.0,1641500958575,4G LTE,MTN,True,0.18642900235984303,6.5823697,3.3985736,"6.5823697, 3.3985736",Lagos
84,3.1804,0.034404054789532006,Lat. 7.3907724 Long. 3.7598568,1891.0,1594238910707,4G LTE,MTN NG,True,0.156988824377979,7.3907724,3.7598568,"7.3907724, 3.7598568",Oyo
85,4.898636418486786,0.715733980025626,Lat. 7.2398906 Long. 5.2453829,48.0,1629637792822,4G LTE,CARD 1,True,0.5160157326385411,7.2398906,5.2453829,"7.2398906, 5.2453829",Ondo
86,-1.0,-1.0,Lat. 8.9781779 Long. 7.672246,40.0,1641723304136,4G HSPA+,Airtel,True,0.0,8.9781779,7.672246,"8.9781779, 7.672246",Nasarawa
87,3.7794135392783863,0.524009177715012,Lat. 6.5823697 Long. 3.3985736,190.0,1641805141088,4G LTE,MTN,True,0.271221055950278,6.5823697,3.3985736,"6.5823697, 3.3985736",Lagos
88,3.779413539278387,0.130861090123251,Lat. 7.2340883 Long. 5.2226433,4.0,1646044276643,4G HSPA+,9mobile,True,0.075,7.2340883,5.2226433,"7.2340883, 5.2226433",Ondo
89,3.7794135392783863,0.39538001664757805,Lat. 6.5823641 Long. 3.3985788,33.0,1641813241371,4G LTE,MTN,True,0.025,6.5823641,3.3985788,"6.5823641, 3.3985788",Lagos
90,4.898636418486786,0.6464233017602491,Lat. 7.2787161 Long. 5.1406788,2079.0,1631057876825,4G LTE,MTN Nigeria Communications,True,0.5102106875791991,7.2787161,5.1406788,"7.2787161, 5.1406788",Ondo
91,-1.0,0.362474719497956,Lat. 51.4037204 Long. 0.0161283,436.0,1635423433254,4G LTE,3,True,0.0,51.4037204,0.0161283,"51.4037204, 0.0161283",England
92,4.898636418486786,0.5091748418845481,Lat. 9.4629075 Long. 12.0238151,75.0,1640428310360,4G LTE,MTN,True,0.41387424117715405,9.4629075,12.0238151,"9.4629075, 12.0238151",Adamawa
93,-1.0,-1.0,Lat. 51.3996584 Long. -0.0170924,65.0,1646081463835,4G LTE,3,True,0.0,51.3996584,-0.0170924,"51.3996584, -0.0170924",England
94,3.678049957765174,0.44542582476256604,Lat. 7.270375 Long. 5.1583733,5728.0,1646043234762,4G LTE,Airtel NG,True,0.175063268005547,7.270375,5.1583733,"7.270375, 5.1583733",Ondo
95,-1.0,0.05832989075099201,Lat. 9.5370942 Long. 6.4694928,163.0,1643447610893,4G LTE,MTN,True,0.24510367019501803,9.5370942,6.4694928,"9.5370942, 6.4694928",Niger
96,1.816767225775311,0.124671203503597,Lat. 8.9840642 Long. 7.6709193,107.0,1644156776104,4G HSPA+,Airtel,True,0.075,8.9840642,7.6709193,"8.9840642, 7.6709193",Nasarawa
97,3.7794135392783863,0.11226388613474801,Lat. 9.5359853 Long. 6.4676365,52.0,1643281620652,4G LTE,MTN,True,0.28988030814348703,9.5359853,6.4676365,"9.5359853, 6.4676365",Niger
98,4.898636418486786,0.767484007028664,Lat. 6.5823724 Long. 3.3985894,22.0,1640736920555,4G LTE,MTN,True,0.527361533102475,6.5823724,3.3985894,"6.5823724, 3.3985894",Lagos
99,-1.0,0.71731980125168,Lat. 6.5820574 Long. 3.3985077,155.0,1645261140721,4G LTE,MTN,True,0.21176840577083803,6.5820574,3.3985077,"6.5820574, 3.3985077",Lagos
100,4.898636418486786,0.6593693217208251,Lat. 7.3033567 Long. 5.1453244,5052.0,1636807553046,4G LTE,MTN - NG,True,0.557038868149778,7.3033567,5.1453244,"7.3033567, 5.1453244",Ondo
101,4.898636418486786,0.793181715716435,Lat. 7.3029498 Long. 5.1457237,33.0,1635779351070,4G LTE,MTN - NG,True,0.55100950995686,7.3029498,5.1457237,"7.3029498, 5.1457237",Ondo
102,3.779413539278387,0.9540776138455551,Lat. 7.230613 Long. 5.2193272,4.0,1646044339049,4G LTE,MTN NG,True,0.075,7.230613,5.2193272,"7.230613, 5.2193272",Ondo
103,3.7794135392783863,0.000606014156784,Lat. 6.5821917 Long. 3.3985317,85.0,1645268309265,4G LTE,MTN,True,0.0,6.5821917,3.3985317,"6.5821917, 3.3985317",Lagos
104,-1.0,0.273245466562041,Lat. 6.5818934 Long. 3.3985679,62.0,1640771127656,4G LTE,MTN,True,0.025,6.5818934,3.3985679,"6.5818934, 3.3985679",Lagos
105,3.7794135392783863,0.26221679559794103,Lat. 6.5856919 Long. 3.3821135,40.0,1641487470882,4G LTE,MTN,True,0.418456643444842,6.5856919,3.3821135,"6.5856919, 3.3821135",Lagos
106,4.898636418486786,0.211878492778092,Lat. 7.3108054 Long. 5.1355773,59.0,1629488044898,4G LTE,MTN NG,True,0.32847248506382704,7.3108054,5.1355773,"7.3108054, 5.1355773",Ondo
107,3.7794135392783863,0.7272564664131601,Lat. 6.5836742 Long. 3.401424,132.0,1645398802465,4G LTE,MTN,True,0.365804377705632,6.5836742,3.401424,"6.5836742, 3.401424",Lagos
108,4.898636418486786,0.01473490117416,Lat. 7.3035886 Long. 5.1453959,74.0,1641754562296,4G LTE,MTN - NG,True,0.5764779412005331,7.3035886,5.1453959,"7.3035886, 5.1453959",Ondo
109,3.678049957765174,0.39353768674828804,Lat. 7.236495 Long. 5.2162583,6.0,1646044211290,4G LTE,Airtel NG,True,0.289839155742994,7.236495,5.2162583,"7.236495, 5.2162583",Ondo
110,5.0,1.113819966622448,Lat. 51.3996184 Long. -0.01716,44.0,1640149205245,4G LTE,3,True,0.8685306586262901,51.3996184,-0.01716,"51.3996184, -0.01716",England
111,3.7794135392783863,0.363084490054121,Lat. 6.5820571 Long. 3.398497,45.0,1640851234873,4G LTE,MTN,True,0.075,6.5820571,3.398497,"6.5820571, 3.398497",Lagos
112,4.797272836973573,0.19209869677507402,Lat. 4.4016776 Long. 7.1519242,210.0,1640700617528,4G LTE,Airtel,True,0.025,4.4016776,7.1519242,"4.4016776, 7.1519242",Rivers
113,-1.0,-1.0,Lat. 8.9775124 Long. 7.6729543,998.0,1641580271593,3G HSPA,Airtel,True,0.0,8.9775124,7.6729543,"8.9775124, 7.6729543",Nasarawa
114,4.898636418486786,0.348368368326677,Lat. 7.1657242 Long. 5.5836776,705.0,1639749895759,4G LTE,Glo,True,0.216079353047012,7.1657242,5.5836776,"7.1657242, 5.5836776",Ondo
115,-1.0,0.147472063603822,Lat. 9.5368582 Long. 6.4700246,102.0,1642627664098,4G LTE,MTN,True,0.475580562740649,9.5368582,6.4700246,"9.5368582, 6.4700246",Niger
116,3.937818269578857,0.24339080588767703,Lat. 51.4621903 Long. -0.1151398,3.0,1638982303025,4G LTE,3,True,0.36219254415198304,51.4621903,-0.1151398,"51.4621903, -0.1151398",England
117,4.898636418486786,0.529147922034745,Lat. 7.3127408 Long. 5.1182902,11444.0,1636312446582,4G LTE,MTN - NG,True,0.616667503479532,7.3127408,5.1182902,"7.3127408, 5.1182902",Ondo
118,-1.0,0.27202100851275,Lat. 6.5820521 Long. 3.3984975,10.0,1644617881230,4G LTE,MTN,True,0.22794663726352002,6.5820521,3.3984975,"6.5820521, 3.3984975",Lagos
119,4.898636418486786,0.39353768674828804,Lat. 7.236495 Long. 5.2162583,6.0,1646044211290,4G LTE,Airtel NG,True,0.289839155742994,7.236495,5.2162583,"7.236495, 5.2162583",Ondo
120,-1.0,-1.0,Lat. 8.9775124 Long. 7.6729543,42.0,1644816300064,4G HSPA+,Airtel,True,0.0,8.9775124,7.6729543,"8.9775124, 7.6729543",Nasarawa
121,4.898636418486786,0.7459685183523621,Lat. 6.4230107 Long. 3.4478361,290.0,1638263519710,4G LTE,MTN,True,0.19672082425668003,6.4230107,3.4478361,"6.4230107, 3.4478361",Lagos
122,-1.0,-1.0,Lat. 6.5822041 Long. 3.3985432,2041.0,1640848525944,4G LTE,MTN,True,0.0,6.5822041,3.3985432,"6.5822041, 3.3985432",Lagos
123,4.898636418486786,0.836204055871524,Lat. 6.4268884 Long. 3.4118303,40.0,1644934141192,4G LTE,MTN,True,0.308562599155703,6.4268884,3.4118303,"6.4268884, 3.4118303",Lagos
124,0.662773017979968,0.153194165756273,Lat. 8.9844139 Long. 7.6705801,95.0,1643540759779,4G HSPA+,Airtel,True,0.0,8.9844139,7.6705801,"8.9844139, 7.6705801",Nasarawa
125,-1.0,-1.0,Lat. 51.3996663 Long. -0.0170969,120.0,1646073257506,4G LTE,3,True,0.0,51.3996663,-0.0170969,"51.3996663, -0.0170969",England
126,-1.0,-1.0,Lat. 8.9782117 Long. 7.6722759,47.0,1640660015581,4G HSPA+,Airtel,True,0.0,8.9782117,7.6722759,"8.9782117, 7.6722759",Nasarawa
127,4.898636418486786,0.9540776138455551,Lat. 7.230613 Long. 5.2193272,4.0,1646044339049,4G LTE,MTN NG,True,0.075,7.230613,5.2193272,"7.230613, 5.2193272",Ondo
128,-1.0,0.025145331734081,Lat. 8.9664143 Long. 7.6650712,5.0,1644053091487,3G HSPA,Airtel,True,0.0,8.9664143,7.6650712,"8.9664143, 7.6650712",Nasarawa
129,4.898636418486786,0.18593874047952003,Lat. 51.5484619 Long. -0.0750486,50.0,1635686043245,4G LTE,3,True,0.39770727863117106,51.5484619,-0.0750486,"51.5484619, -0.0750486",England
130,-1.0,0.437008328861541,Lat. 7.1659423 Long. 5.5828975,34.0,1643490720725,4G LTE,Airtel,True,0.236977014210023,7.1659423,5.5828975,"7.1659423, 5.5828975",Ondo
131,4.898636418486786,1.474944587539522,Lat. 7.230613 Long. 5.2193272,4.0,1646044357347,4G LTE,MTN NG,True,0.075,7.230613,5.2193272,"7.230613, 5.2193272",Ondo
132,4.898636418486786,0.338356039329306,Lat. 7.1637115 Long. 5.5835891,15071.0,1645621791189,4G LTE,Airtel,True,0.24670359525019303,7.1637115,5.5835891,"7.1637115, 5.5835891",Ondo
133,3.7794135392783863,0.644706943839877,Lat. 6.5822296 Long. 3.3992036,31.0,1640593518978,4G LTE,MTN,True,0.50088756055717,6.5822296,3.3992036,"6.5822296, 3.3992036",Lagos
134,-1.0,-1.0,Lat. 6.5850112 Long. 3.4007935,52.0,1641448803710,4G LTE,MTN,True,0.0,6.5850112,3.4007935,"6.5850112, 3.4007935",Lagos
135,4.898636418486786,1.45288109333549,Lat. 51.3970091 Long. -0.0177743,71.0,1640118971319,4G LTE,3,True,0.21737865373200002,51.3970091,-0.0177743,"51.3970091, -0.0177743",England
136,-1.0,0.584211134372797,Lat. 6.5844039 Long. 3.3943626,43.0,1641589143548,4G LTE,MTN,True,0.234702677039396,6.5844039,3.3943626,"6.5844039, 3.3943626",Lagos
137,4.898636418486786,0.722925947818962,Lat. 6.5847765 Long. 3.4015297,128.0,1644812586143,4G LTE,MTN,True,0.322193238384746,6.5847765,3.4015297,"6.5847765, 3.4015297",Lagos
138,-1.0,0.06512344179259501,Lat. 7.2911885 Long. 5.1511889,69.0,1637876690257,4G LTE,MTN,True,0.075,7.2911885,5.1511889,"7.2911885, 5.1511889",Ondo
139,-1.0,0.584386889828384,Lat. 6.583341 Long. 3.401424,53.0,1641160275569,4G LTE,MTN,True,0.20567447654804602,6.583341,3.401424,"6.583341, 3.401424",Lagos
